TravelTimeCode,SegmentLength,DIRAADT,LOTTRAMP,LOTTRMIDD,LOTTRPMP,TTTRAMP,TTTRMIDD,TTTRPMP,TTTRWE,TTTROVN,PHED,geometry,year
110+17279,2.607,10075,1.16,1.13,1.2,,,,,,,"LINESTRING (-77.29333 37.30811, -77.29369 37.30832, -77.29386 37.30842, -77.29419 37.30862, -77.29468 37.30892, -77.295 37.3091, -77.29516 37.30925, -77.29543 37.30944, -77.29553 37.30951, -77.2957 37.30964, -77.29589 37.30982, -77.2961 37.31003, -77.29625 37.31018, -77.29639 37.31035, -77.2965 37.31053, -77.29661 37.31076, -77.2967 37.31107, -77.29674 37.31124, -77.29684 37.31167, -77.2969 37.31191, -77.29732 37.31362, -77.29746 37.31414, -77.29755 37.31448, -77.29766 37.31471, -77.29783 37.31499, -77.29802 37.31524, -77.29822 37.31545, -77.29843 37.31564, -77.29861 37.3158, -77.29887 37.31597, -77.29932 37.31622, -77.29957 37.31635, -77.30012 37.3166, -77.30114 37.31705, -77.30346 37.31809, -77.30523 37.31888, -77.30548 37.31899, -77.30607 37.31925, -77.30668 37.31953, -77.3067 37.31954, -77.30675 37.31956, -77.30725 37.3198, -77.30732 37.31984, -77.30761 37.31999, -77.30809 37.32028, -77.30847 37.32051, -77.30882 37.32072, -77.30926 37.32098, -77.30965 37.32121, -77.31335 37.32341, -77.31443 37.32407, -77.31629 37.32519, -77.31688 37.32555, -77.31698 37.32561, -77.31739 37.3259, -77.31749 37.32597, -77.31802 37.32635, -77.31815 37.32646, -77.31866 37.3269, -77.31878 37.32702, -77.31885 37.32708, -77.31915 37.32738, -77.31937 37.32759, -77.32087 37.32903, -77.32107 37.32922, -77.3214 37.32953, -77.322 37.33012, -77.32214 37.33025, -77.32248 37.33057, -77.32264 37.33072, -77.323 37.33105, -77.32321 37.33124, -77.32336 37.33139, -77.32344 37.33147, -77.32356 37.33158, -77.32371 37.33173, -77.32483 37.33283, -77.32539 37.33336, -77.32547 37.33344, -77.32596 37.3339)",2023
110P17279,0.029,14140,1.58,1.51,1.75,,,,,,,"LINESTRING (-77.32596 37.3339, -77.3263 37.33423)",2023
110+17280,0.527,14140,1.15,1.13,1.19,,,,,,,"LINESTRING (-77.3263 37.33423, -77.32707 37.33497, -77.32737 37.33526, -77.32759 37.33547, -77.32797 37.33584, -77.32879 37.33661, -77.3292 37.33701, -77.33003 37.3378, -77.33019 37.33796, -77.33078 37.33853, -77.33118 37.33897, -77.33135 37.33913, -77.33181 37.33957, -77.33239 37.34013)",2023
110P17280,0.552,15844,1.14,1.13,1.15,,,,,,,"LINESTRING (-77.33239 37.34013, -77.33268 37.3404, -77.33353 37.3412, -77.33379 37.34144, -77.33433 37.34198, -77.33481 37.34247, -77.335 37.34266, -77.33521 37.34286, -77.33545 37.34309, -77.3357 37.34332, -77.33597 37.34358, -77.33619 37.34379, -77.33673 37.34414, -77.3371 37.34439, -77.33761 37.34471, -77.33772 37.34477, -77.33795 37.34489, -77.33842 37.34511, -77.33904 37.34535, -77.33968 37.3456)",2023
110+07309,3.466,7515,1.1,1.1,1.11,,,,,,,"LINESTRING (-77.22645 37.12439, -77.22699 37.12474, -77.22715 37.12484, -77.22749 37.12506, -77.22766 37.12517, -77.22843 37.12566, -77.22869 37.12583, -77.22888 37.12595, -77.2295 37.12635, -77.23337 37.12885, -77.24545 37.13666, -77.24764 37.13807, -77.25192 37.14083, -77.25451 37.1425, -77.25476 37.14266, -77.26646 37.15022, -77.27087 37.15308, -77.27127 37.15334, -77.27171 37.15362, -77.27234 37.15403, -77.27312 37.15453, -77.27334 37.15467, -77.27361 37.15485, -77.27403 37.15512, -77.27441 37.15536, -77.2746 37.15549, -77.27496 37.15572, -77.27535 37.15598)",2023
110+07308,3.188,7784,1.19,1.16,1.22,,,,,,,"LINESTRING (-77.27535 37.15598, -77.27609 37.15645, -77.27639 37.15664, -77.27778 37.15753, -77.27838 37.15791, -77.27964 37.15872, -77.28087 37.15951, -77.28403 37.16157, -77.28519 37.16233, -77.28697 37.16348, -77.28762 37.1639, -77.2891 37.16485, -77.28974 37.16526, -77.29215 37.16681, -77.29534 37.16887, -77.2957 37.1691, -77.30026 37.17206, -77.30099 37.17253, -77.30172 37.173, -77.3022 37.17331, -77.30534 37.17533, -77.30596 37.17572, -77.30622 37.17589, -77.30914 37.17777, -77.30931 37.17788, -77.30957 37.17805, -77.31009 37.17839, -77.31066 37.17875, -77.31159 37.17935, -77.31386 37.18081, -77.31399 37.18089, -77.31483 37.18144, -77.31538 37.1818, -77.31556 37.18192, -77.31582 37.18208, -77.31612 37.18227, -77.31655 37.18254, -77.3168 37.1827, -77.31797 37.18347, -77.31805 37.18362, -77.31818 37.18372, -77.31845 37.18389, -77.31858 37.18397, -77.31906 37.18426, -77.31911 37.1843, -77.31937 37.18447, -77.32032 37.18503)",2023
110P07308,0.04,7784,1.64,1.56,1.69,,,,,,,"LINESTRING (-77.32032 37.18503, -77.32061 37.18521, -77.3209 37.18539)",2023
110+07307,0.182,7784,1.47,1.43,1.49,,,,,,1967.554,"LINESTRING (-77.3209 37.18539, -77.32157 37.18583, -77.32182 37.18603, -77.32221 37.18639, -77.32224 37.18642, -77.32239 37.18656, -77.32255 37.18671, -77.32316 37.1873)",2023
110P07307,0.675,7078,1.15,1.17,1.15,,,,,,342.797,"LINESTRING (-77.32316 37.1873, -77.32455 37.1888, -77.32525 37.18955, -77.32585 37.1902, -77.32648 37.19092, -77.3271 37.19168, -77.32755 37.19224, -77.3278 37.19259, -77.32801 37.19284, -77.32855 37.19344, -77.33139 37.1969, -77.33169 37.19727)",2023
110+07306,0.237,6539,1.42,1.39,1.46,,,,,,,"LINESTRING (-77.33169 37.19727, -77.33219 37.19786, -77.33234 37.19805, -77.33258 37.19834, -77.33341 37.19933, -77.33348 37.19941, -77.33357 37.19952, -77.33374 37.19973, -77.33399 37.20003, -77.33407 37.20013)",2023
110+07305,1.094,5219,1.11,1.1,1.12,,,,,,,"LINESTRING (-77.33407 37.20013, -77.33432 37.20043, -77.33448 37.20062, -77.33454 37.20069, -77.33465 37.20081, -77.33479 37.20098, -77.33496 37.20118, -77.33504 37.20128, -77.33534 37.20157, -77.33585 37.20216, -77.33603 37.20237, -77.33614 37.2025, -77.33661 37.20305, -77.33719 37.20371, -77.33775 37.20426, -77.33821 37.20468, -77.33874 37.20514, -77.33922 37.20552, -77.33975 37.2059, -77.34001 37.20608, -77.34061 37.20649, -77.34124 37.20688, -77.34176 37.20717, -77.34231 37.20745, -77.34238 37.20749, -77.34287 37.20773, -77.34309 37.20782, -77.34332 37.20792, -77.34353 37.20801, -77.34386 37.20816, -77.34428 37.20833, -77.3443 37.20834, -77.34503 37.20861, -77.34509 37.20863, -77.34534 37.20871, -77.34594 37.20891, -77.34629 37.20903, -77.34732 37.20937, -77.34904 37.20992)",2023
110+07304,1.4,6036,1.1,1.09,1.1,,,,,,721.779,"LINESTRING (-77.34904 37.20992, -77.34941 37.21005, -77.34963 37.21012, -77.34993 37.21022, -77.35031 37.21035, -77.35121 37.21065, -77.35177 37.21083, -77.35185 37.21086, -77.35253 37.21108, -77.35419 37.21163, -77.35479 37.21183, -77.35539 37.21202, -77.35603 37.21223, -77.35617 37.21228, -77.35667 37.21244, -77.35719 37.21261, -77.35741 37.21268, -77.35751 37.21271, -77.35797 37.21287, -77.35888 37.21317, -77.3593 37.21331, -77.35948 37.21337, -77.35973 37.21345, -77.362 37.2142, -77.3623 37.2143, -77.36282 37.21447, -77.36332 37.21463, -77.36366 37.21474, -77.36411 37.21488, -77.36428 37.21494, -77.36507 37.21521, -77.36543 37.21533, -77.36563 37.2154, -77.36584 37.21547, -77.36591 37.21549, -77.36597 37.21551, -77.36605 37.21553, -77.36614 37.21555, -77.36623 37.21558, -77.36641 37.21564, -77.36643 37.21565, -77.36667 37.21571, -77.36683 37.21575, -77.36695 37.21577, -77.36718 37.21581, -77.36748 37.21585, -77.36779 37.21587, -77.36797 37.21588, -77.36821 37.21588, -77.36846 37.21587, -77.36864 37.21587, -77.36887 37.21586, -77.36912 37.21584, -77.36941 37.2158, -77.36962 37.21578, -77.3698 37.21576, -77.37023 37.21571, -77.37045 37.21569, -77.37074 37.21566, -77.37161 37.21556, -77.3721 37.21551, -77.37303 37.21542, -77.37347 37.21542, -77.37374 37.21537, -77.37387 37.21534, -77.37406 37.2153, -77.37425 37.21524, -77.37442 37.21518, -77.37472 37.21506, -77.37506 37.21489, -77.37522 37.21479, -77.37529 37.21474)",2023
110+06455,0.994,9020,1.16,1.15,1.19,,,,,,,"LINESTRING (-77.49296 37.18827, -77.49354 37.18873, -77.49361 37.18879, -77.49368 37.18884, -77.49386 37.18899, -77.49398 37.18908, -77.49446 37.18944, -77.4946 37.18954, -77.49512 37.18989, -77.4955 37.19013, -77.49604 37.19046, -77.49652 37.19073, -77.49708 37.19102, -77.49749 37.19123, -77.49799 37.19146, -77.4985 37.19168, -77.4992 37.19196, -77.49975 37.19216, -77.50021 37.19232, -77.50087 37.19252, -77.50139 37.19266, -77.50196 37.19281, -77.50272 37.19298, -77.50357 37.19314, -77.5042 37.19323, -77.50445 37.19327, -77.50466 37.1933, -77.50504 37.19334, -77.50532 37.19337, -77.50564 37.1934, -77.50664 37.19348, -77.50712 37.19352, -77.50733 37.19354, -77.50777 37.19358, -77.50819 37.19361, -77.50842 37.19363, -77.50877 37.19366, -77.50932 37.1937)",2023
110+06454,3.038,5806,1.14,1.12,1.12,,,,,,1665.207,"LINESTRING (-77.50932 37.1937, -77.51018 37.19377, -77.51094 37.19384, -77.51134 37.19388, -77.51184 37.19394, -77.51194 37.19396, -77.51255 37.19407, -77.51326 37.19427, -77.51449 37.19468, -77.51568 37.19508, -77.5161 37.19522, -77.51689 37.19549, -77.51756 37.19568, -77.51812 37.1958, -77.51869 37.19589, -77.51908 37.19593, -77.51953 37.19595, -77.51957 37.19595, -77.52045 37.19595, -77.52171 37.19593, -77.5223 37.19593, -77.52263 37.19593, -77.52335 37.19592, -77.52414 37.19591, -77.52608 37.19589, -77.52652 37.19589, -77.52685 37.19588, -77.52742 37.19587, -77.52787 37.19586, -77.52831 37.19582, -77.52878 37.19576, -77.52976 37.19561, -77.53124 37.19538, -77.53158 37.19534, -77.53245 37.19522, -77.53444 37.19499, -77.53474 37.19495, -77.53724 37.19467, -77.53752 37.19464, -77.53843 37.19454, -77.53886 37.19449, -77.54081 37.19428, -77.54155 37.1942, -77.54229 37.19412, -77.54289 37.19408, -77.54338 37.19407, -77.54385 37.19409, -77.54446 37.19415, -77.54517 37.19422, -77.54662 37.19437, -77.54685 37.19439, -77.54803 37.19451, -77.5485 37.19456, -77.55213 37.19493, -77.55251 37.19497, -77.55425 37.19515, -77.55476 37.19522, -77.55514 37.19529, -77.55529 37.19532, -77.55543 37.19535, -77.55928 37.19614, -77.56005 37.1963, -77.56054 37.19639, -77.56103 37.19647, -77.56142 37.19651, -77.56185 37.19654, -77.56246 37.19654, -77.56307 37.1965, -77.56317 37.19649, -77.5636 37.19644)",2023
110+06453,1.825,5003,1.06,1.05,1.05,,,,,,,"LINESTRING (-77.5636 37.19644, -77.56411 37.19636, -77.5643 37.19632, -77.56458 37.19626, -77.56517 37.1961, -77.56745 37.19542, -77.56869 37.19505, -77.57136 37.19424, -77.57227 37.19398, -77.57278 37.19386, -77.5732 37.19377, -77.57389 37.19369, -77.57447 37.19363, -77.57493 37.19363, -77.57564 37.19368, -77.57636 37.19378, -77.57696 37.19391, -77.57912 37.19443, -77.58059 37.19476, -77.5812 37.19488, -77.58162 37.19494, -77.58212 37.19499, -77.58378 37.19511, -77.58544 37.19521, -77.58752 37.19534, -77.58811 37.19537, -77.58856 37.19538, -77.58899 37.19536, -77.58983 37.19529, -77.59039 37.19525, -77.59045 37.19525, -77.59091 37.19521, -77.59192 37.19513, -77.59224 37.19511, -77.59257 37.19508, -77.59429 37.19495, -77.59479 37.1949, -77.5959 37.1948)",2023
110-06454,1.831,5005,1.04,1.05,1.05,,,,,,,"LINESTRING (-77.5959 37.19457, -77.59508 37.19466, -77.59414 37.19476, -77.59292 37.19486, -77.59256 37.19489, -77.59137 37.19498, -77.59099 37.19501, -77.58986 37.19509, -77.58894 37.19514, -77.58833 37.19515, -77.58771 37.19513, -77.58679 37.19508, -77.58553 37.19501, -77.58415 37.19492, -77.58378 37.1949, -77.583 37.19485, -77.58206 37.19477, -77.58131 37.19468, -77.58064 37.19456, -77.58023 37.19447, -77.57922 37.19423, -77.57819 37.19399, -77.57702 37.19372, -77.57641 37.1936, -77.57574 37.19351, -77.57525 37.19347, -77.57486 37.19346, -77.57428 37.19349, -77.57424 37.19349, -77.57389 37.19352, -77.5733 37.19359, -77.57284 37.19367, -77.57236 37.19378, -77.57177 37.19395, -77.56935 37.19467, -77.56736 37.19526, -77.56661 37.19548, -77.56548 37.19582, -77.56471 37.19603, -77.56429 37.19613, -77.56398 37.1962, -77.56387 37.19622, -77.56348 37.19628)",2023
110-06455,3.028,5804,1.14,1.15,1.15,,,,,,2603.983,"LINESTRING (-77.56348 37.19628, -77.56306 37.19632, -77.56256 37.19635, -77.56244 37.19635, -77.5621 37.19636, -77.56156 37.19633, -77.56134 37.19631, -77.56113 37.19628, -77.56094 37.19625, -77.56076 37.19622, -77.56049 37.19617, -77.55933 37.19593, -77.55876 37.19581, -77.55766 37.19558, -77.55643 37.19532, -77.55573 37.19518, -77.5555 37.19514, -77.55535 37.19511, -77.55491 37.19503, -77.55429 37.19494, -77.55392 37.1949, -77.55336 37.19483, -77.55254 37.19475, -77.55166 37.19466, -77.5495 37.19444, -77.54876 37.19436, -77.54852 37.19434, -77.54752 37.19424, -77.54667 37.19415, -77.54583 37.19406, -77.54471 37.19395, -77.54382 37.19387, -77.54352 37.19385, -77.54325 37.19384, -77.54282 37.19385, -77.54247 37.19388, -77.54228 37.19389, -77.5406 37.19408, -77.53941 37.19421, -77.53913 37.19424, -77.53884 37.19428, -77.53837 37.19433, -77.53723 37.19446, -77.5346 37.19474, -77.53335 37.19488, -77.53326 37.19489, -77.5331 37.19491, -77.53238 37.19499, -77.53014 37.19532, -77.52905 37.1955, -77.52844 37.19559, -77.52801 37.19565, -77.52753 37.19569, -77.52707 37.1957, -77.52652 37.19571, -77.52608 37.19571, -77.52434 37.19573, -77.52397 37.19573, -77.52334 37.19574, -77.52195 37.19576, -77.52102 37.19577, -77.52012 37.19577, -77.51957 37.19577, -77.51904 37.19574, -77.51857 37.19569, -77.51813 37.19562, -77.51767 37.19553, -77.51738 37.19545, -77.51696 37.19533, -77.51598 37.195, -77.51511 37.19471, -77.51454 37.19451, -77.51368 37.19422, -77.51307 37.19403, -77.51266 37.19391, -77.51225 37.19382, -77.5117 37.19373, -77.5108 37.19364, -77.51018 37.19359, -77.5094 37.19353)",2023
110-06456,1.006,9019,1.12,1.13,1.16,,,,,,,"LINESTRING (-77.5094 37.19353, -77.50878 37.19348, -77.5078 37.1934, -77.50723 37.19335, -77.50715 37.19334, -77.5054 37.1932, -77.5052 37.19318, -77.50505 37.19316, -77.50439 37.19308, -77.50422 37.19305, -77.50354 37.19295, -77.50297 37.19284, -77.50268 37.19278, -77.50205 37.19264, -77.50157 37.19252, -77.5012 37.19242, -77.50101 37.19237, -77.50053 37.19222, -77.50004 37.19206, -77.49931 37.1918, -77.49849 37.19147, -77.49795 37.19123, -77.49716 37.19085, -77.49639 37.19044, -77.49608 37.19026, -77.4959 37.19015, -77.49529 37.18977, -77.49481 37.18944, -77.49431 37.18907, -77.49405 37.18887, -77.49385 37.18872, -77.49377 37.18865, -77.49369 37.18859, -77.49302 37.18806)",2023
110-15325,0.101,3262,1.78,2.22,1.97,,,,,,,"LINESTRING (-77.39202 37.23058, -77.39187 37.23039, -77.39173 37.23021, -77.39165 37.23012, -77.39144 37.22986, -77.39135 37.22976, -77.39128 37.22967, -77.39114 37.22949, -77.39102 37.22934)",2023
110-15324,0.925,4486,1.33,1.24,1.23,,,,,,1447.441,"LINESTRING (-77.39102 37.22934, -77.39099 37.22916, -77.39093 37.22907, -77.39083 37.22893, -77.39056 37.22858, -77.39013 37.22801, -77.39007 37.22793, -77.38978 37.22756, -77.38963 37.22737, -77.38925 37.22688, -77.38896 37.22648, -77.38878 37.22624, -77.38854 37.22593, -77.38834 37.22571, -77.38806 37.22544, -77.38783 37.22526, -77.38743 37.22497, -77.38725 37.22487, -77.38638 37.22426, -77.38628 37.22419, -77.38626 37.22417, -77.38589 37.22391, -77.3856 37.22371, -77.38551 37.22365, -77.38508 37.22331, -77.38463 37.2229, -77.38461 37.22288, -77.38417 37.22248, -77.38387 37.22222, -77.38366 37.22202, -77.38363 37.22199, -77.3835 37.22182, -77.38339 37.22164, -77.3833 37.22141, -77.38325 37.22121, -77.38323 37.22105, -77.38321 37.22081, -77.38321 37.22074, -77.38317 37.22028, -77.38314 37.21976, -77.38314 37.21941, -77.38317 37.21918, -77.38321 37.21895, -77.38324 37.21873, -77.3833 37.21856, -77.38334 37.21846, -77.38338 37.21834, -77.38335 37.21821)",2023
110N15324,0.239,6230,1.5,1.56,1.59,,,,,,922.539,"LINESTRING (-77.38335 37.21821, -77.38344 37.21794, -77.38348 37.21782, -77.38352 37.21772, -77.38357 37.21757, -77.38365 37.21731, -77.3837 37.21715, -77.38378 37.2169, -77.38394 37.21635, -77.38397 37.21626, -77.38402 37.21612, -77.38405 37.21602, -77.38406 37.21597, -77.38428 37.21521, -77.38439 37.21485)",2023
110-07305,1.397,6036,1.15,1.1,1.12,,,,,,2949.494,"LINESTRING (-77.37515 37.21454, -77.37506 37.2146, -77.37488 37.21472, -77.37456 37.21491, -77.3743 37.21504, -77.37414 37.2151, -77.37402 37.21515, -77.37383 37.21521, -77.37375 37.21523, -77.37345 37.21531, -77.37303 37.21542, -77.3721 37.21551, -77.37161 37.21556, -77.37074 37.21566, -77.37045 37.21569, -77.37023 37.21571, -77.3698 37.21576, -77.36962 37.21578, -77.36941 37.2158, -77.36912 37.21584, -77.36887 37.21586, -77.36864 37.21587, -77.36846 37.21587, -77.36821 37.21588, -77.36797 37.21588, -77.36779 37.21587, -77.36748 37.21585, -77.36718 37.21581, -77.36695 37.21577, -77.36683 37.21575, -77.36667 37.21571, -77.36643 37.21565, -77.36641 37.21564, -77.36623 37.21558, -77.36614 37.21555, -77.36605 37.21553, -77.36597 37.21551, -77.36591 37.21549, -77.36584 37.21547, -77.36563 37.2154, -77.36543 37.21533, -77.36507 37.21521, -77.36428 37.21494, -77.36411 37.21488, -77.36366 37.21474, -77.36332 37.21463, -77.36282 37.21447, -77.3623 37.2143, -77.362 37.2142, -77.35973 37.21345, -77.35948 37.21337, -77.3593 37.21331, -77.35888 37.21317, -77.35797 37.21287, -77.35751 37.21271, -77.35741 37.21268, -77.35719 37.21261, -77.35667 37.21244, -77.35617 37.21228, -77.35603 37.21223, -77.35539 37.21202, -77.35479 37.21183, -77.35419 37.21163, -77.35253 37.21108, -77.35185 37.21086, -77.35177 37.21083, -77.35121 37.21065, -77.35031 37.21035, -77.34993 37.21022, -77.34963 37.21012, -77.34941 37.21005, -77.34904 37.20992)",2023
110-07306,1.095,5219,1.16,1.17,1.2,,,,,,,"LINESTRING (-77.34904 37.20992, -77.34732 37.20937, -77.34629 37.20903, -77.34594 37.20891, -77.34534 37.20871, -77.34509 37.20863, -77.34503 37.20861, -77.3443 37.20834, -77.34428 37.20833, -77.34386 37.20816, -77.34353 37.20801, -77.34332 37.20792, -77.34309 37.20782, -77.34287 37.20773, -77.34238 37.20749, -77.34231 37.20745, -77.34176 37.20717, -77.34124 37.20688, -77.34061 37.20649, -77.34001 37.20608, -77.33975 37.2059, -77.33922 37.20552, -77.33874 37.20514, -77.33821 37.20468, -77.33775 37.20426, -77.33719 37.20371, -77.33661 37.20305, -77.33614 37.2025, -77.33603 37.20237, -77.33585 37.20216, -77.33534 37.20157, -77.33515 37.20125, -77.33491 37.20096, -77.33468 37.20068, -77.33444 37.20039, -77.33416 37.20006)",2023
110-15323,0.927,8795,1.3,1.36,1.34,,,,,,7310.232,"LINESTRING (-77.38439 37.21485, -77.38445 37.21457, -77.38449 37.21434, -77.3845 37.21415, -77.38451 37.21395, -77.38449 37.21376, -77.38445 37.21357, -77.38443 37.21344, -77.38435 37.21316, -77.38424 37.21273, -77.3842 37.21245, -77.38417 37.21222, -77.38416 37.21205, -77.38416 37.21189, -77.38417 37.21174, -77.3842 37.21153, -77.38427 37.2112, -77.38433 37.21096, -77.38454 37.20984, -77.38465 37.20918, -77.38466 37.20898, -77.38467 37.20884, -77.38466 37.20866, -77.38462 37.20846, -77.38456 37.20821, -77.38443 37.20781, -77.38433 37.2076, -77.38407 37.20714, -77.38391 37.20685, -77.38377 37.20659, -77.38365 37.20637, -77.38355 37.20619, -77.38351 37.20611, -77.38352 37.20599, -77.38345 37.20587, -77.38334 37.20573, -77.38332 37.2057, -77.38321 37.20555, -77.38303 37.20534, -77.38272 37.20502, -77.38204 37.20435, -77.38192 37.20423, -77.38187 37.20419, -77.38181 37.20413, -77.38164 37.20396, -77.3816 37.20392, -77.38137 37.2037, -77.38132 37.20365, -77.38117 37.2035, -77.38081 37.20315, -77.38071 37.20306, -77.38057 37.20292, -77.38021 37.20256)",2023
110-15322,1.112,9747,1.3,1.37,1.32,,,,,,,"LINESTRING (-77.38021 37.20256, -77.37988 37.20224, -77.37974 37.20211, -77.37957 37.20193, -77.37935 37.2017, -77.37922 37.20156, -77.37894 37.20126, -77.37884 37.20115, -77.37872 37.20101, -77.37863 37.20089, -77.3786 37.20085, -77.37853 37.20076, -77.37827 37.20043, -77.37822 37.20036, -77.37778 37.19971, -77.37752 37.19941, -77.37743 37.19924, -77.37738 37.19915, -77.3772 37.19873, -77.37716 37.19862, -77.37701 37.19823, -77.37695 37.19808, -77.3769 37.19796, -77.37683 37.19778, -77.3767 37.19745, -77.37662 37.19723, -77.37659 37.19715, -77.37656 37.19708, -77.37646 37.19683, -77.37643 37.19675, -77.37641 37.1967, -77.37637 37.1966, -77.37634 37.19651, -77.37629 37.19636, -77.37624 37.19622, -77.37615 37.19601, -77.37611 37.19593, -77.37604 37.19577, -77.37594 37.19556, -77.37588 37.19544, -77.37585 37.19537, -77.37583 37.19534, -77.37578 37.19524, -77.37572 37.19512, -77.37568 37.19505, -77.37562 37.19497, -77.37556 37.1949, -77.3755 37.19482, -77.37547 37.19478, -77.37539 37.19469, -77.37534 37.19463, -77.37524 37.1945, -77.37521 37.19446, -77.37509 37.19431, -77.37503 37.19423, -77.37479 37.19397, -77.37457 37.1937, -77.37441 37.19351, -77.37417 37.19323, -77.37415 37.1932, -77.37408 37.19312, -77.37381 37.1928, -77.37379 37.19278, -77.37366 37.19259, -77.37356 37.19246, -77.3734 37.19226, -77.3732 37.192, -77.37298 37.19171, -77.37275 37.19141, -77.37261 37.19125, -77.37245 37.19104, -77.37239 37.19097, -77.37233 37.19089, -77.3722 37.19073, -77.37217 37.19069, -77.37209 37.19059, -77.37198 37.19046, -77.37177 37.19019, -77.37161 37.19, -77.37157 37.18994, -77.37148 37.18983, -77.37129 37.18959, -77.37123 37.18951, -77.37117 37.18944, -77.37112 37.18937, -77.37095 37.18915, -77.37086 37.18903, -77.37081 37.18897, -77.37051 37.18858)",2023
110-15321,1.101,4644,1.4,1.35,1.37,,,,,,,"LINESTRING (-77.37051 37.18858, -77.37023 37.18824, -77.3701 37.18808, -77.36994 37.18788, -77.36973 37.18759, -77.36965 37.18748, -77.3693 37.187, -77.36923 37.1869, -77.36921 37.18687, -77.36891 37.18643, -77.36879 37.18626, -77.36877 37.18622, -77.36859 37.18595, -77.36852 37.18585, -77.36846 37.18576, -77.36841 37.18569, -77.36822 37.18542, -77.36821 37.18527, -77.36814 37.18515, -77.36813 37.18513, -77.36798 37.18491, -77.3679 37.1848, -77.36783 37.18469, -77.36773 37.18455, -77.36759 37.18434, -77.36747 37.18416, -77.3672 37.18377, -77.36684 37.18323, -77.36662 37.18291, -77.36645 37.18265, -77.3663 37.18243, -77.36602 37.18202, -77.36583 37.18174, -77.36573 37.18159, -77.3656 37.1814, -77.3655 37.18125, -77.36512 37.1807, -77.36486 37.18031, -77.36472 37.1801, -77.36456 37.17986, -77.36428 37.17945, -77.36364 37.17851, -77.36335 37.17808, -77.36287 37.17737, -77.36257 37.17693, -77.36212 37.17629, -77.36162 37.17559, -77.36143 37.1753, -77.36128 37.17509, -77.3612 37.17495, -77.361 37.17458)",2023
110-07307,0.263,6542,1.26,1.31,1.32,,,,,,484.891,"LINESTRING (-77.33416 37.20006, -77.33407 37.19995, -77.33381 37.19963, -77.33245 37.19798, -77.33231 37.19781, -77.3318 37.19719, -77.33154 37.19687)",2023
110-15320,0.069,4336,1.27,1.25,1.17,,,,,,69.832,"LINESTRING (-77.361 37.17458, -77.36085 37.1743, -77.3608 37.17419, -77.36074 37.17407, -77.3607 37.17398, -77.36062 37.1738, -77.36045 37.17365, -77.36034 37.17341, -77.3603 37.17332, -77.36021 37.17311, -77.36009 37.17285, -77.36001 37.17268, -77.35996 37.17257, -77.35986 37.17235, -77.35979 37.17218, -77.35977 37.17213, -77.35973 37.17205, -77.35972 37.17203, -77.35962 37.17181, -77.35959 37.17175, -77.35957 37.1717, -77.35954 37.17164, -77.35949 37.17151, -77.35944 37.17139, -77.35942 37.17134, -77.3594 37.17129, -77.3593 37.17105, -77.35923 37.1709, -77.35915 37.17072, -77.35898 37.17036, -77.3587 37.16973, -77.3585 37.16933, -77.35812 37.16849, -77.35797 37.16817, -77.35786 37.16793, -77.35774 37.16767, -77.35731 37.16674, -77.35704 37.16614, -77.35679 37.1656, -77.35668 37.16537, -77.35652 37.16504, -77.35646 37.16491, -77.35637 37.16473, -77.35625 37.16448, -77.35614 37.16422, -77.35605 37.16401, -77.35591 37.16366, -77.35502 37.16141, -77.35487 37.16102, -77.3548 37.16082, -77.35474 37.16065, -77.35473 37.16062, -77.35466 37.1604, -77.35465 37.16036, -77.35453 37.15998, -77.35445 37.15963, -77.35436 37.15913, -77.35428 37.1587, -77.35428 37.15843, -77.35432 37.15795, -77.35434 37.15771, -77.35438 37.15732, -77.35447 37.15692, -77.35455 37.15664, -77.35461 37.15645, -77.35466 37.15628, -77.35479 37.15594, -77.35491 37.15562, -77.35498 37.15544, -77.35501 37.15536, -77.35507 37.15521, -77.35527 37.15485, -77.35549 37.15445, -77.35579 37.15384, -77.35584 37.15374, -77.35645 37.1525, -77.35654 37.15232, -77.35732 37.15074, -77.35771 37.14997, -77.35785 37.14968, -77.35793 37.14951, -77.35808 37.14921, -77.35828 37.14869, -77.35833 37.14853, -77.35838 37.14838, -77.35849 37.14807, -77.35859 37.14766, -77.35862 37.14748, -77.35863 37.1474, -77.35864 37.14732, -77.35868 37.14694, -77.35869 37.14685, -77.35869 37.14679, -77.3587 37.14667, -77.35871 37.14635, -77.35869 37.14605, -77.35869 37.14603, -77.35868 37.14573, -77.35862 37.14541, -77.35861 37.14537, -77.35855 37.1451, -77.35847 37.14483, -77.35842 37.14465, -77.35829 37.14437, -77.3582 37.1442, -77.35815 37.14411, -77.35796 37.14383, -77.35792 37.14377, -77.35782 37.14365, -77.35771 37.14351, -77.35741 37.14318)",2023
110N07307,0.677,7078,1.09,1.1,1.12,,,,,,105.42,"LINESTRING (-77.33154 37.19687, -77.32865 37.19337, -77.32816 37.19277, -77.32794 37.19252, -77.32765 37.19219, -77.32676 37.19107, -77.32619 37.19039, -77.3254 37.18953, -77.32468 37.18874)",2023
